t,nw_0,target_0,input_0
0,0.7129200556866637,1,1
1,0.816574511356918,,1
2,0.7432565667997006,,1
3,0.6654043033231605,,1
4,0.6326394036825373,,1
5,0.6436331126757295,,1
6,0.6806720389736602,,1
7,0.7255284368917274,,1
8,0.7656017287151666,,1
9,0.7948564090078385,,1
10,0.8123434731354457,,1
11,0.8200810756495365,,1
12,0.8212368467252267,,1
13,0.8189354989660815,,1
14,0.8156597560712306,,1
15,0.8130727664321835,,1
16,0.8120795010995678,,1
17,0.812989077970399,,1
18,0.8156941393997457,,1
19,0.8198268642578004,,1
20,0.8248789228066213,,1
21,0.8302869989963471,,1
22,0.8354908752314136,,1
23,0.8399715827614029,,1
24,0.8432756212057928,,1
25,0.8450293759182683,,1
26,0.8449463442211211,,1
27,0.8428288091834037,,1
28,0.8385650952921333,,1
29,0.8321233399370875,,1
30,0.6399088719801798,,0
31,0.6891654174247295,,0
32,0.7489036288799689,0,0
33,0.750957273151089,,0
34,0.695143145517648,,0
35,0.6024748562034272,,0
36,0.4947483782952937,,0
37,0.3877593367603829,,0
38,0.2907484652542056,,0
39,0.20798041218153562,,0
40,0.1405375240633402,,0
41,0.08767456621058123,,0
42,0.04767541881640858,,0
43,0.01835134003084471,,0
44,-0.0026677370727257177,,0
45,-0.01774642965132084,,0
46,-0.029109462835680243,,0
47,-0.03873982138685142,,0
48,-0.04830483466220642,,0
49,-0.059109682703028577,,0
50,-0.07207707662868734,,0
51,-0.08775001871371912,,0
52,-0.10631327802509227,,0
53,-0.12762890607836352,,0
54,-0.15128152356874291,,0
55,-0.17662982941963645,,0
56,-0.2028614873499841,,0
57,-0.22904906170700468,,0
58,-0.2542049804646589,,0
59,-0.2773336698129423,,0
60,-0.2974791346477639,,0
61,-0.313766440836619,,0
62,-0.3254358373974586,,0
63,-0.3318686449028756,0,0
64,-0.33260450085899596,,0
65,-0.327350044020267,,0
66,-0.3159795835845731,,0
67,-0.29852868948610767,,0
68,-0.2751819248447207,,0
69,-0.2462561065691753,,0
70,-0.21218052669279674,,0
71,-0.17347550926354516,,0
72,-0.13073053754113118,,0
73,-0.08458298955135435,,0
74,-0.035698292446220914,,0
75,0.015247929191957388,,0
76,0.0675853599485835,,0
77,0.12066200247147885,,0
78,0.17385470010825033,,0
79,0.22657730992878256,,0
80,0.27828674880157545,,0
81,0.328487184924398,,0
82,0.3767326657792926,,0
83,0.4226284673474895,,0
84,0.46583142552112927,,0
85,0.5060494756992575,,0
86,0.5430405865140893,,0
87,0.5766112333608084,,0
88,0.606614520502625,,0
89,0.6329480293277682,,0
90,0.6555514460271735,,0
91,0.674404004755965,,0
92,0.6895217717196581,,0
93,0.7009547905734181,,0
94,0.7087841087533652,1,0
95,0.7131187065030786,,0
96,0.7140923541109812,,0
97,0.7118604270975837,,0
98,0.7065967128781849,,0
99,0.698490245124664,,0
100,0.687742203261503,,0
101,0.674562914087754,,0
102,0.659168990443557,,0
103,0.6417806383110629,,0
104,0.6226191590328637,,0
105,0.6019046677838531,,0
106,0.579854043403479,,0
107,0.556679118533339,,0
108,0.5325851130239101,,0
109,0.5077693080367932,,0
110,0.48241995337757737,,0
111,0.456715396487574,,0
112,0.430823418276594,,0
113,0.404900758613346,,0
114,0.3790928127765163,,0
115,0.3535334794415491,,0
116,0.3283451407408332,,0
117,0.30363875547632335,,0
118,0.27951404756305853,,0
119,0.25605977311853023,,0
120,0.23335405117241428,,0
121,0.21146474464990997,,0
122,0.1904498799915692,,0
123,0.17035809544019742,,0
124,0.15122910959558494,,0
125,0.1330942032710889,0,0
126,0.11597670895773979,,0
127,0.09989250330032443,,0
128,0.08485049891480151,,0
129,0.07085313263532202,,0
130,0.057896847885857354,,0
131,0.04597256934371659,,0
132,0.03506616842019304,,0
133,0.025158918347575127,,0
134,0.016227937851689828,,0
135,0.008246622523370353,,0
136,0.0011850630967072291,,0
137,-0.004989550089660664,,0
138,-0.010312537118626904,,0
139,-0.014821353631875565,,0
140,-0.018555231656032373,,0
141,-0.021554836645825214,,0
142,-0.023861941216987093,,0
143,-0.025519115979509843,,0
144,-0.026569437813049743,,0
145,-0.027056215851690477,,0
146,-0.02702273536620766,,0
147,-0.026512019650003823,,0
148,-0.025566609931570387,,0
149,-0.02422836325335358,,0
150,-0.022538268175668334,,0
151,-0.020536278085892312,,0
152,-0.018261161818837662,,0
153,-0.015750371224452435,,0
154,-0.013039925254592757,,0
155,-0.010164310081733373,,0
156,-0.007156394709502897,,0
157,-0.004047361487740597,0,0
158,-0.000866650903493825,,0
159,0.002358080016178831,,0
160,0.005600986383776801,,0
161,0.00883805193198714,,0
162,0.012047094033531637,,0
163,0.015207758012770734,,0
164,0.018301501511266704,,0
165,0.021311569674638528,,0
166,0.024222961928774028,,0
167,0.027022391110158174,,0
168,0.029698235707758522,,0
169,0.032240485963062886,,0
170,0.034640684560351895,,0
171,0.03689186262178041,,0
172,0.03898847170120576,,0
173,0.04092631244742466,,0
174,0.042702460581724264,,0
175,0.044315190806780674,,0
176,0.04576389923410799,,0
177,0.047049024885871434,,0
178,0.04817197079416663,,0
179,0.04913502518710148,,0
180,0.0499412832165115,,0
181,0.05059456964717984,,0
182,0.05109936289217514,,0
183,0.051460720743794756,,0
184,0.05168420811463466,,0
185,0.05177582706891572,,0
186,0.051741949390424445,,0
187,0.05158925190049173,,0
188,0.05132465470763742,1,0
189,0.05095526253974442,,0
190,0.0504883092802031,,0
191,0.04993110580147145,,0
192,0.0492909911629195,,0
193,0.04857528721476361,,0
194,0.04779125662654358,,0
195,0.046946064336738764,,0
196,0.046046742399953315,,0
197,0.04510015818958346,,0
198,0.044112985897027626,,0
199,0.04309168125319515,,0
200,0.042042459384441226,,0
201,0.040971275702908386,,0
202,0.03988380972070699,,0
203,0.03878545166817777,,0
204,0.03768129178878142,,0
205,0.036576112176752586,,0
206,0.03547438101855993,,0
207,0.03438024909529966,,0
208,0.03329754840040598,,0
209,0.03222979272536,,0
210,0.031180180065406723,,0
211,0.030151596697523275,,0
212,0.029146622783945125,,0
213,0.02816753935649418,,0
214,0.027216336539447484,,0
215,0.026294722872009273,,0
216,0.025404135595199905,,0
217,0.02454575177225941,,0
218,0.023720500116513405,,0
219,0.02292907340571793,0,0
220,0.022171941367360348,,0
221,0.02144936392523179,,0
222,0.02076140470340454,,0
223,0.02010794469000199,,0
224,0.019488695969278106,,0
225,0.018903215436920306,,0
226,0.01835091841979084,,0
227,0.017831092127654123,,0
228,0.01734290887076149,,0
229,0.016885438983336425,,0
230,0.01645766339915731,,0
231,0.016058485831372607,,0
232,0.015686744514499067,,0
233,0.015341223472213821,,0
234,0.015020663279927331,,0
235,0.014723771296399787,,0
236,0.014449231343590104,,0
237,0.01419571281869788,,0
238,0.013961879226820288,,0
239,0.013746396126877803,,0
240,0.013547938487441699,,0
241,0.013365197452700057,,0
242,0.013196886522343439,,0
243,0.013041747152173717,,0
244,0.012898553785175277,,0
245,0.012766118325394538,,0
246,0.012643294069279814,,0
247,0.012528979111262955,,0
248,0.01242211924219062,,0
249,0.01232171036078209,,0
250,0.012226800419664209,1,0
251,0.01213649092870683,,0
252,0.7248283445646857,,1
253,0.8283426260494031,,1
254,0.7548981437074187,,1
255,0.6768909154251732,,1
256,0.6439185763338773,,1
257,0.6546421680031309,,1
258,0.6913484815550897,,1
259,0.7358167607998904,,1
260,0.7754571377698514,,1
261,0.8042462541985467,,1
262,0.8212471616998842,,1
263,0.8284890292290124,,1
264,0.8291489259077602,,1
265,0.8263592006165759,,1
266,0.8226084095664508,,1
267,0.8195638846401181,,1
268,0.8181333757850853,,1
269,0.818627651973066,,1
270,0.8209401455373468,,1
271,0.8247031956982767,,1
272,0.8294081895334546,,1
273,0.8344912255044941,,1
274,0.8393913009884431,,1
275,0.8435885354745825,,1
276,0.8466284411418377,,1
277,0.8481363762406291,,1
278,0.8478247972225033,,1
279,0.845494951576562,,1
280,0.8410341477657397,,1
281,0.8344095373960663,,1
282,0.6420332093802594,0,0
283,0.6911694678988516,,0
284,0.7508109954892994,,0
285,0.7527816281680879,,0
286,0.6968926494922858,,0
287,0.604154606506834,,0
288,0.4963617900764872,,0
289,0.3893089073426055,,0
290,0.2922361836932308,,0
291,0.20940798105253333,,0
292,0.1419064953118514,,0
293,0.08898644417700807,,0
294,0.0489317503281026,,0
295,0.019553792701927697,,0
296,-0.0015173144427848562,,0
