t,nw_0,target_0,input_0
0,0.035986338618804924,1,1
1,0.0697827317352924,,1
2,0.10145298940769083,,1
3,0.13105940538875294,,1
4,0.15866278282477705,,1
5,0.18432246001210015,,1
6,0.2080963361787346,,1
7,0.23004089726063803,,1
8,0.25021124164384245,,1
9,0.26866110584537944,,1
10,0.2854428901075859,,1
11,0.3006076838819656,,1
12,0.31420529118032287,,1
13,0.3262842557723791,,1
14,0.3368918862105122,,1
15,0.34607428066360574,,1
16,0.35387635154338637,,1
17,0.3603418499078145,,1
18,0.3655133896273696,,1
19,0.36943247130121326,,1
20,0.37213950591130823,,1
21,0.3736738382036666,,1
22,0.3740737697868854,,1
23,0.3733765819391028,,1
24,0.3716185581154122,,1
25,0.36883500614866815,,1
26,0.36506028013740016,,1
27,0.3603278020153818,,1
28,0.35467008279812573,,1
29,0.34811874350221894,,1
30,0.3311671482191982,,0
31,0.3150268312642778,,0
32,0.2996715475856838,0,0
33,0.2850757438490364,,0
34,0.2712145427338411,,0
35,0.2580637275307746,,0
36,0.24559972703571464,,0
37,0.23379960073654493,,0
38,0.22264102428868118,,0
39,0.21210227527523126,,0
40,0.2021622192477872,,0
41,0.19280029604372634,,0
42,0.18399650637594472,,0
43,0.17573139869100893,,0
44,0.16798605629157407,,0
45,0.16074208471907392,,0
46,0.15398159939259465,,0
47,0.14768721349993147,,0
48,0.14184202613676733,,0
49,0.13642961069001908,,0
50,0.13143400346134648,,0
51,0.12683969252687896,,0
52,0.12263160682925017,,0
53,0.1187951054980125,,0
54,0.11531596739459696,,0
55,0.11218038087795477,,0
56,0.10937493378710052,,0
57,0.1068866036367775,,0
58,0.10470274802250612,,0
59,0.10281109523134212,,0
60,0.10119973505466216,,0
61,0.0998571097993698,,0
62,0.09877200549395494,,0
63,0.09793354328583645,0,0
64,0.09733117102652962,,0
65,0.09695465504115089,,0
66,0.0967940720788696,,0
67,0.09683980144091374,,0
68,0.09708251728283462,,0
69,0.09751318108771159,,0
70,0.09812303430708333,,0
71,0.09890359116640149,,0
72,0.09984663163184611,,0
73,0.10094419453540941,,0
74,0.1021885708551853,,0
75,0.10357229714782772,,0
76,0.10508814913022384,,0
77,0.10672913540744582,,0
78,0.10848849134408477,,0
79,0.11035967307615001,,0
80,0.11233635166070166,,0
81,0.11441240736049502,,0
82,0.11658192406090508,,0
83,0.11883918381647637,,0
84,0.12117866152445744,,0
85,0.12359501972276374,,0
86,0.12608310350979984,,0
87,0.12863793558367798,,0
88,0.13125471139833247,,0
89,0.13392879443416883,,0
90,0.1366557115808298,,0
91,0.13943114862977302,,0
92,0.1422509458743511,,0
93,0.14511109381516007,,0
94,0.14800772896842382,1,0
95,0.15093712977525842,,0
96,0.15389571260966162,,0
97,0.1568800278831483,,0
98,0.1598867562439743,,0
99,0.16291270486889087,,0
100,0.16595480384549766,,0
101,0.16901010264320288,,0
102,0.1720757666708989,,0
103,0.17514907391945927,,0
104,0.1782274116872377,,0
105,0.18130827338673017,,0
106,0.1843892554306485,,0
107,0.187468054195662,,0
108,0.1905424630620799,,0
109,0.19361036952782407,,0
110,0.1966697523950281,,0
111,0.19971867902766427,,0
112,0.20275530267861389,,0
113,0.2057778598846172,,0
114,0.20878466792761258,,0
115,0.21177412236093593,,0
116,0.2147446945989585,,0
117,0.2176949295686979,,0
118,0.22062344342201534,,0
119,0.22352892130702998,,0
120,0.22641011519737103,,0
121,0.22926584177798848,,0
122,0.2320949803861833,,0
123,0.23489647100663158,,0
124,0.23766931231911756,,0
125,0.24041255979779208,0,0
126,0.2431253238607347,,0
127,0.2458067680686773,,0
128,0.24845610737172186,,0
129,0.25107260640294404,,0
130,0.253655577817774,,0
131,0.2562043806780991,,0
132,0.25871841888000413,,0
133,0.2611971396241489,,0
134,0.2636400319277511,,0
135,0.26604662517720246,,0
136,0.26841648772033266,,0
137,0.270749225497398,,0
138,0.2730444807098374,,0
139,0.2753019305259197,,0
140,0.2775212858223677,,0
141,0.2797022899611077,,0
142,0.28184471760028573,,0
143,0.2839483735387157,,0
144,0.28601309159295674,,0
145,0.28803873350621007,,0
146,0.29002518788826187,,0
